,event_id,event,event_split,event_region,event_slug,event_start_date,event_end_date,event_tier,event_phase,prize_money,stage_step,stage,stage_start_date,stage_end_date,stage_is_lan,stage_is_qualifier,liquipedia_link,location_venue,location_city,location_country,match_id,match_slug,match_number,match_round,match_date,match_format,reverse_sweep_attempt,reverse_sweep,game_id,game_number,game_date,game_duration,map_id,map_name,overtime,ballchasing_id
12678,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad15,https://octane.gg/matches/ad15-team-queso-vs-detonator,1,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b54ddda9d7ca1c7bab185,1.0,2022-03-23 17:11:26+00:00,300.0,eurostadium_night_p,Mannfield (Night),False,de1cff19-e4ff-4800-a922-3bf2d1308c24
12679,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad15,https://octane.gg/matches/ad15-team-queso-vs-detonator,1,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b56d1c437fde7e02d2a9b,2.0,2022-03-23 17:19:48+00:00,300.0,chn_stadium_p,Forbidden Temple,False,6260e560-1f77-4a7a-a4cc-7c8994674c4f
12680,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad15,https://octane.gg/matches/ad15-team-queso-vs-detonator,1,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b58d0da9d7ca1c7bab193,3.0,2022-03-23 17:28:29+00:00,300.0,stadium_p,DFH Stadium,False,b9b7a565-0354-4f00-819f-3909bed29e44
12681,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad16,https://octane.gg/matches/ad16-faze-clan-vs-version1,2,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b5660da9d7ca1c7bab18c,1.0,2022-03-23 17:17:42+00:00,325.0,eurostadium_night_p,Mannfield (Night),True,0911f57f-502f-4f77-a8eb-8deda55c846d
12682,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad16,https://octane.gg/matches/ad16-faze-clan-vs-version1,2,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b57efc437fde7e02d2aa2,2.0,2022-03-23 17:24:36+00:00,300.0,chn_stadium_p,Forbidden Temple,False,6118c413-0e28-4dfb-831b-38237ef28a1e
12683,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad16,https://octane.gg/matches/ad16-faze-clan-vs-version1,2,Round 1,2022-03-23 17:00:00+00:00,best-of-5,False,False,623b59fdc437fde7e02d2aa9,3.0,2022-03-23 17:32:55+00:00,300.0,stadium_p,DFH Stadium,False,256a9e6e-7fce-452f-8b58-4239d69283da
12684,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad17,https://octane.gg/matches/ad17-team-queso-vs-version1,3,Round 2,2022-03-23 18:00:00+00:00,best-of-5,False,False,623b60d7c437fde7e02d2ab7,1.0,2022-03-23 18:02:44+00:00,300.0,eurostadium_night_p,Mannfield (Night),False,aa197c1a-d577-4b9a-99b9-063b93210697
12685,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad17,https://octane.gg/matches/ad17-team-queso-vs-version1,3,Round 2,2022-03-23 18:00:00+00:00,best-of-5,False,False,623b62f1da9d7ca1c7bab1a1,2.0,2022-03-23 18:10:59+00:00,300.0,chn_stadium_p,Forbidden Temple,False,3909f7e7-44bd-4c9a-aca5-b807281cc75a
12686,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad17,https://octane.gg/matches/ad17-team-queso-vs-version1,3,Round 2,2022-03-23 18:00:00+00:00,best-of-5,False,False,623b64c0da9d7ca1c7bab1af,3.0,2022-03-23 18:19:12+00:00,300.0,stadium_p,DFH Stadium,False,d6e2706c-2e45-4082-ae03-a630d1979b47
12687,614b6649f8090ec745286427,Major,Winter,World,https://octane.gg/events/6427-rlcs-2021-22-winter-major,2022-03-23 00:00:00+00:00,2022-03-27 22:30:00+00:00,S,Main Event,300000.0,0,Group Stage,2022-03-23 17:00:00+00:00,2022-03-25 23:30:00+00:00,True,False,https://liquipedia.net/rocketleague/Rocket_League_Championship_Series/2021-22/Winter,FaceIt Studio,Los Angeles,us,62336d87da9d7ca1c7baad17,https://octane.gg/matches/ad17-team-queso-vs-version1,3,Round 2,2022-03-23 18:00:00+00:00,best-of-5,False,False,623b66aec437fde7e02d2abe,4.0,2022-03-23 18:27:41+00:00,359.0,utopiastadium_dusk_p,Utopia Coliseum (Dusk),True,10beaa55-4c10-4771-8bda-76079f313e13
