,game_id,color,team_id,team_region,player_id,player_tag,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,boost_bpm,boost_bcpm,boost_avg_amount,boost_amount_collected,boost_amount_stolen,boost_amount_collected_big,boost_amount_stolen_big,boost_amount_collected_small,boost_amount_stolen_small,boost_count_collected_big,boost_count_stolen_big,boost_count_collected_small,boost_count_stolen_small,boost_amount_overfill,boost_amount_overfill_stolen,boost_amount_used_while_supersonic,boost_time_zero_boost,boost_percent_zero_boost,boost_time_full_boost,boost_percent_full_boost,boost_time_boost_0_25,boost_time_boost_25_50,boost_time_boost_50_75,boost_time_boost_75_100,boost_percent_boost_0_25,boost_percent_boost_25_50,boost_percent_boost_50_75,boost_percent_boost_75_100,movement_avg_speed,movement_total_distance,movement_time_supersonic_speed,movement_time_boost_speed,movement_time_slow_speed,movement_time_ground,movement_time_low_air,movement_time_high_air,movement_time_powerslide,movement_count_powerslide,movement_avg_powerslide_duration,movement_avg_speed_percentage,movement_percent_slow_speed,movement_percent_boost_speed,movement_percent_supersonic_speed,movement_percent_ground,movement_percent_low_air,movement_percent_high_air,positioning_avg_distance_to_ball,positioning_avg_distance_to_ball_possession,positioning_avg_distance_to_ball_no_possession,positioning_avg_distance_to_mates,positioning_time_defensive_third,positioning_time_neutral_third,positioning_time_offensive_third,positioning_time_defensive_half,positioning_time_offensive_half,positioning_time_behind_ball,positioning_time_in_front_ball,positioning_time_most_back,positioning_time_most_forward,positioning_goals_against_while_last_defender,positioning_time_closest_to_ball,positioning_time_farthest_from_ball,positioning_percent_defensive_third,positioning_percent_offensive_third,positioning_percent_neutral_third,positioning_percent_defensive_half,positioning_percent_offensive_half,positioning_percent_behind_ball,positioning_percent_in_front_ball,positioning_percent_most_back,positioning_percent_most_forward,positioning_percent_closest_to_ball,positioning_percent_farthest_from_ball,demo_inflicted,demo_taken,advanced_goal_participation,advanced_rating,advanced_mvp,winner,platform,platform_id,car_id,car_name,steering_sensitivity,camera_fov,camera_height,camera_pitch,camera_distance,camera_stiffness,camera_swivel_speed,camera_transition_speed
72094,623b56d1c437fde7e02d2a9b,orange,60b63cfdfec4a0857e7ba00c,Asia-Pacific North,5f3d8fdd95f40596eae2414a,Burn,1,0,0,0,162,0.0,414.0,408.23813,40.6,2263.0,245.0,1475.0,100.0,788.0,145.0,16.0,1.0,70.0,12.0,136.0,0.0,325.0,72.61,21.831028,19.78,5.947084,168.71,67.73,24.22,81.54,49.301575,19.79252,7.077732,23.828169,1541.0,500924.0,52.74,143.43,151.21,172.76,144.87,29.74,7.88,69.0,0.11,67.0,43.5287,41.289074,15.182221,49.733715,41.70481,8.561477,2702.0,2546.0,2792.0,3607.0,205.32,116.86,25.2,277.47,69.9,240.53,106.85,104.4,104.1,3.0,108.0,93.9,59.1053,7.2543035,33.640392,79.877365,20.122637,69.24117,30.758823,31.389055,31.298857,32.471436,28.232111,1.0,1.0,0.0,0.1151617949663456,False,False,steam,76561199005711356,23.0,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,4.9,1.2
72095,623b56d1c437fde7e02d2a9b,orange,60b63cfdfec4a0857e7ba00c,Asia-Pacific North,5f3d8fdd95f40596eae2414c,Olpix,1,0,1,0,146,0.0,425.0,456.76486,47.73,2532.0,273.0,1855.0,99.0,677.0,174.0,23.0,1.0,59.0,15.0,333.0,6.0,372.0,60.48,18.184004,25.37,7.627781,129.17,59.92,59.96,84.5,38.72583,17.964323,17.976316,25.333534,1597.0,514104.0,53.94,144.58,146.01,175.71,148.22,20.59,6.49,69.0,0.09,69.434784,42.37947,41.964417,15.656112,51.001396,43.02218,5.9764314,3183.0,2918.0,3329.0,3904.0,211.24,89.7,43.58,260.39,84.13,222.6,121.93,117.1,119.1,1.0,108.8,135.9,61.31429,12.649483,26.036222,75.58052,24.419481,64.60976,35.390244,35.207455,35.808777,32.711967,40.859886,3.0,2.0,0.0,0.1986428905217765,False,False,steam,76561198818648819,4284.0,Fennec,1.75,110.0,100.0,-3.0,270.0,0.45,6.5,1.0
72096,623b58d0da9d7ca1c7bab193,blue,6020c2b7f1e4807cc702ac15,Europe,5f3d8fdd95f40596eae23f9e,rise.,4,3,2,1,649,75.0,478.0,482.88928,48.01,2761.0,810.0,2023.0,467.0,738.0,343.0,24.0,5.0,61.0,24.0,422.0,53.0,415.0,28.8,8.395033,44.62,13.006472,149.72,64.85,60.67,77.96,42.389584,18.360703,17.177238,22.072481,1610.0,538046.0,55.81,158.74,146.45,204.93,126.92,29.14,7.88,79.0,0.1,70.0,40.567867,43.9723,15.459834,56.768887,35.15887,8.072246,2788.0,2814.0,2722.0,3944.0,139.31,128.55,93.14,198.25,162.75,265.8,95.2,110.5,97.3,0.0,127.8,101.9,38.590027,25.800554,35.609417,54.916897,45.083103,73.62881,26.371191,32.21011,28.362387,37.25296,29.703259,0.0,1.0,80.0,2.191364734063424,True,True,steam,76561198873686308,23.0,Octane,1.3,110.0,90.0,-5.0,260.0,0.4,6.5,1.0
72097,623b58d0da9d7ca1c7bab193,blue,6020c2b7f1e4807cc702ac15,Europe,5f3d8fdd95f40596eae24232,Joyo,6,2,0,2,576,33.33333333333333,403.0,449.13428,51.92,2568.0,905.0,1865.0,662.0,703.0,243.0,21.0,8.0,64.0,22.0,296.0,154.0,267.0,32.6,9.50271,66.53,19.393108,93.75,108.05,41.26,113.09,26.32318,30.33834,11.585007,31.753475,1527.0,514561.0,51.86,139.38,172.56,198.1,129.46,36.23,7.73,64.0,0.12,66.391304,47.432655,38.31226,14.255086,54.45449,35.586468,9.959042,3019.0,2920.0,3202.0,4144.0,125.92,128.55,109.32,197.57,166.23,260.76,103.03,122.8,131.4,0.0,126.7,118.7,34.613377,30.050306,35.336323,54.307312,45.692688,71.67871,28.321283,35.795486,38.302334,36.932316,34.60036,1.0,0.0,80.0,1.900919783806971,False,True,steam,76561198807532049,6939.0,Ford Mustang Mach-E RLE,2.0,110.0,90.0,-4.0,260.0,0.5,6.8,1.3
72098,623b58d0da9d7ca1c7bab193,blue,6020c2b7f1e4807cc702ac15,Europe,5faeab91e9ce4ed313ea9570,Vatira,5,0,1,2,351,0.0,465.0,502.82748,54.25,2875.0,672.0,2052.0,357.0,823.0,315.0,24.0,4.0,74.0,27.0,387.0,44.0,390.0,42.56,12.405993,41.06,11.968752,108.38,72.75,55.59,118.4,30.519262,20.486032,15.653864,33.340843,1689.0,570566.0,89.71,138.45,135.67,200.71,142.9,20.21,6.55,62.0,0.11,73.434784,37.289394,38.05349,24.657122,55.167393,39.277664,5.554945,3363.0,3267.0,3538.0,4180.0,134.08,129.73,100.02,195.53,168.3,241.55,122.28,119.1,118.3,1.0,91.7,132.1,36.852375,27.49086,35.65676,53.74213,46.257866,66.39089,33.6091,34.71696,34.483765,26.730019,38.506386,1.0,0.0,40.0,1.1281644693051145,False,True,steam,76561198960239428,4284.0,Fennec,2.0,110.0,90.0,-5.0,270.0,0.35,7.8,1.5
72099,623b58d0da9d7ca1c7bab193,orange,60b63cfdfec4a0857e7ba00c,Asia-Pacific North,5f9c7cde5246bf27936b4572,mikan,4,0,1,1,284,0.0,487.0,508.94888,47.48,2910.0,521.0,2115.0,292.0,795.0,229.0,25.0,3.0,73.0,21.0,396.0,7.0,392.0,44.38,12.936513,33.03,9.628054,143.25,74.71,65.16,74.3,40.0789,20.90258,18.230656,20.78787,1654.0,557630.0,83.12,142.36,138.21,172.85,160.53,30.31,16.13,108.0,0.15,71.91304,38.002148,39.143227,22.85463,47.52674,44.13924,8.334021,2923.0,2488.0,3168.0,3660.0,201.76,100.71,61.22,253.4,110.29,253.32,110.37,123.6,126.4,0.0,128.6,120.4,55.475822,16.83302,27.691168,69.67472,30.325277,69.652725,30.347273,36.028683,36.844868,37.486156,35.0959,0.0,0.0,100.0,0.92090135345624,False,False,steam,76561198284439121,23.0,Octane,1.85,110.0,90.0,-3.0,270.0,0.6,3.8,1.4
72100,623b58d0da9d7ca1c7bab193,orange,60b63cfdfec4a0857e7ba00c,Asia-Pacific North,5f3d8fdd95f40596eae2414a,Burn,2,1,2,0,284,50.0,450.0,434.44296,41.64,2484.0,428.0,1618.0,192.0,866.0,236.0,18.0,2.0,67.0,13.0,187.0,7.0,209.0,53.24,15.519152,20.26,5.9056726,156.78,86.7,62.38,48.73,44.214447,24.450775,17.59215,13.742633,1589.0,530552.0,61.31,151.46,148.05,168.78,163.3,28.73,7.75,69.0,0.11,69.08696,41.03154,41.976612,16.991852,46.77808,45.259274,7.962639,2654.0,2408.0,2800.0,3431.0,192.22,125.85,42.76,263.89,96.93,243.51,117.31,80.5,120.2,2.0,127.6,78.4,53.271626,11.850456,34.877922,73.13619,26.86381,67.487946,32.512054,23.465282,35.0376,37.19466,22.853146,0.0,1.0,100.0,1.142364995374511,False,False,steam,76561199005711356,23.0,Octane,1.4,110.0,100.0,-5.0,270.0,0.4,4.9,1.2
72101,623b58d0da9d7ca1c7bab193,orange,60b63cfdfec4a0857e7ba00c,Asia-Pacific North,5f3d8fdd95f40596eae2414c,Olpix,1,0,2,0,247,0.0,388.0,430.24545,47.19,2460.0,390.0,1579.0,294.0,881.0,96.0,18.0,3.0,77.0,8.0,225.0,6.0,198.0,45.46,13.251327,19.27,5.617093,131.38,98.4,55.18,68.56,37.163387,27.834352,15.608735,19.393528,1589.0,532631.0,52.94,163.42,144.3,197.75,132.51,30.4,7.16,87.0,0.08,69.08696,40.009983,45.311375,14.678644,54.830032,36.74097,8.428991,3242.0,3291.0,3223.0,3660.0,219.21,100.7,40.76,277.83,82.84,255.56,105.11,152.6,104.0,3.0,97.2,154.6,60.778553,11.301189,27.920261,77.03163,22.968365,70.85702,29.142984,44.482018,30.315397,28.333237,45.065006,1.0,1.0,0.0,0.3273173450190807,False,False,steam,76561198818648819,4284.0,Fennec,1.75,110.0,100.0,-3.0,270.0,0.45,6.5,1.0
72102,623b5660da9d7ca1c7bab18c,blue,605aca6853a71a78eacbc155,North America,5f3d8fdd95f40596eae23ede,Sypical,4,0,2,0,289,0.0,476.0,464.84613,49.83,2681.0,433.0,1904.0,193.0,777.0,240.0,24.0,4.0,71.0,22.0,439.0,118.0,580.0,43.03,12.43462,38.27,11.059096,114.44,66.31,72.5,88.57,33.479607,19.3991,21.209993,25.911297,1652.0,556679.0,76.03,147.96,121.8,189.64,129.36,26.8,7.74,90.0,0.09,71.82609,35.22369,42.78898,21.987333,54.84095,37.40891,7.750145,3311.0,3114.0,3548.0,4094.0,146.2,123.96,75.63,219.03,126.77,246.72,99.08,135.9,108.1,1.0,89.0,138.3,42.28,21.871656,35.84835,63.340084,36.65992,71.3476,28.652401,39.271782,31.238262,25.718828,39.965324,2.0,2.0,0.0,0.5012997267540854,False,False,steam,76561198323843523,23.0,Octane,1.3,110.0,100.0,-5.0,270.0,0.4,4.7,1.2
72103,623b5660da9d7ca1c7bab18c,blue,605aca6853a71a78eacbc155,North America,5f3d8fdd95f40596eae23eb6,Firstkiller,5,0,1,0,278,0.0,507.0,513.22064,56.78,2960.0,919.0,1792.0,430.0,1168.0,489.0,23.0,7.0,97.0,43.0,522.0,293.0,607.0,37.12,10.726774,55.8,16.124838,97.05,68.23,81.04,104.86,27.6354,19.428785,23.076485,29.859331,1706.0,585011.0,94.53,141.11,116.29,205.76,123.29,22.88,10.17,79.0,0.13,74.17391,33.043503,40.096043,26.860456,58.466175,35.032536,6.501293,2862.0,2512.0,3191.0,4085.0,113.57,137.88,100.48,180.7,171.23,238.6,113.33,77.1,142.2,0.0,138.3,107.9,32.270622,28.551132,39.178246,51.34544,48.654564,67.79758,32.202427,22.280018,41.09233,39.965324,31.180466,2.0,0.0,0.0,0.4599757694127431,False,False,steam,76561198327846028,23.0,Octane,1.19,110.0,100.0,-5.0,270.0,0.4,10.0,1.2
72104,623b5660da9d7ca1c7bab18c,blue,605aca6853a71a78eacbc155,North America,5f3d8fdd95f40596eae23eba,AYYJAYY,4,0,0,0,172,0.0,442.0,449.41483,51.56,2592.0,393.0,1725.0,167.0,867.0,226.0,23.0,2.0,70.0,20.0,584.0,43.0,315.0,9.44,2.7279294,31.9,9.218322,73.53,85.75,97.26,81.73,21.737072,25.349571,28.752178,24.161173,1589.0,537134.0,63.36,133.91,148.64,197.47,124.67,23.77,11.98,119.0,0.1,69.08696,42.97072,38.712383,18.316904,57.087105,36.04117,6.8717294,2978.0,2591.0,3219.0,3960.0,150.43,119.76,75.73,212.05,133.87,269.88,76.03,137.1,93.9,0.0,114.0,101.0,43.486927,21.892345,34.62072,61.300304,38.6997,78.020294,21.979706,39.618557,27.134808,32.94322,29.186535,0.0,2.0,0.0,0.2767835998967353,False,False,steam,76561198105072499,23.0,Octane,2.0,109.0,90.0,-4.0,270.0,0.45,10.0,1.2
72105,623b5660da9d7ca1c7bab18c,orange,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae241b8,BeastMode,1,1,2,0,505,100.0,463.0,475.24927,49.01,2741.0,548.0,1857.0,287.0,884.0,261.0,23.0,3.0,73.0,22.0,364.0,12.0,425.0,29.22,8.443867,16.69,4.823003,114.14,80.43,52.07,93.87,33.520306,23.620451,15.291768,27.567472,1660.0,555293.0,76.5,147.65,118.79,194.24,137.56,11.14,8.08,63.0,0.13,72.17391,34.638714,43.054176,22.30711,56.639645,40.111973,3.2483816,2506.0,2363.0,2701.0,3438.0,191.21,96.56,55.17,240.85,102.09,260.8,82.14,82.9,116.4,0.0,133.5,94.5,55.756107,16.087362,28.156528,70.23094,29.769056,76.04828,23.951712,23.956076,33.63676,38.578243,27.308193,1.0,3.0,100.0,1.468409702768906,True,True,steam,76561198284393407,23.0,Octane,1.3,109.0,90.0,-4.0,270.0,0.45,7.0,1.0
72106,623b5660da9d7ca1c7bab18c,orange,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae240b2,Comm,3,0,5,0,436,0.0,418.0,405.8951,43.72,2341.0,289.0,1783.0,200.0,558.0,89.0,20.0,2.0,51.0,8.0,219.0,0.0,501.0,49.11,14.191591,24.85,7.1810436,149.9,84.03,41.42,67.9,43.670795,24.480701,12.067008,19.781502,1473.0,501535.0,42.63,137.29,169.0,196.08,131.35,21.5,6.81,69.0,0.1,64.04348,48.435173,39.347126,12.217701,56.194653,37.643658,6.1616945,2775.0,2532.0,2862.0,3558.0,200.94,99.67,48.32,252.67,96.25,258.86,90.07,108.6,127.4,0.0,104.3,110.7,57.587482,13.84805,28.564468,72.41489,27.585121,74.1868,25.8132,31.38275,36.81549,30.140154,31.989597,3.0,1.0,0.0,0.7744789034305176,False,True,steam,76561198349297431,23.0,Octane,1.3,110.0,100.0,-3.0,270.0,0.45,3.2,1.0
72107,623b5660da9d7ca1c7bab18c,orange,6020c1cdf1e4807cc7025d03,North America,5f3d8fdd95f40596eae23d72,Torment,1,0,4,0,352,0.0,361.0,367.57697,43.17,2120.0,238.0,1250.0,181.0,870.0,57.0,15.0,2.0,70.0,5.0,262.0,18.0,207.0,60.06,17.355873,27.15,7.8456874,157.61,78.77,39.62,72.55,45.218765,22.59934,11.367093,20.814806,1520.0,522846.0,41.24,152.82,157.79,172.05,160.69,19.12,5.47,69.0,0.08,66.08696,44.845814,43.43329,11.720904,48.89729,45.668736,5.43398,2856.0,2917.0,2689.0,3498.0,220.93,103.97,26.96,281.81,70.05,278.9,72.96,155.6,97.6,0.0,103.5,144.8,62.78918,7.6621385,29.548685,80.091515,19.90849,79.26448,20.735521,44.964603,28.204018,29.908974,41.843666,0.0,0.0,0.0,0.5471982555747001,False,True,steam,76561198097285289,23.0,Octane,1.3,110.0,100.0,-3.0,270.0,0.4,5.5,1.2
