,game_id,color,team_id,team_slug,team_name,team_region,ball_possession_time,ball_time_in_side,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,boost_bpm,boost_bcpm,boost_avg_amount,boost_amount_collected,boost_amount_stolen,boost_amount_collected_big,boost_amount_stolen_big,boost_amount_collected_small,boost_amount_stolen_small,boost_count_collected_big,boost_count_stolen_big,boost_count_collected_small,boost_count_stolen_small,boost_amount_overfill,boost_amount_overfill_stolen,boost_amount_used_while_supersonic,boost_time_zero_boost,boost_time_full_boost,boost_time_boost_0_25,boost_time_boost_25_50,boost_time_boost_50_75,boost_time_boost_75_100,movement_total_distance,movement_time_supersonic_speed,movement_time_boost_speed,movement_time_slow_speed,movement_time_ground,movement_time_low_air,movement_time_high_air,movement_time_powerslide,movement_count_powerslide,positioning_time_defensive_third,positioning_time_neutral_third,positioning_time_offensive_third,positioning_time_defensive_half,positioning_time_offensive_half,positioning_time_behind_ball,positioning_time_in_front_ball,demo_inflicted,demo_taken,winner
24049,623b6022c437fde7e02d2ab0,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,130.71,240.78,2,1,7,0,1049,50.0,1196.0,1201.09146,138.01,6823.0,1227.0,4528.0,854.0,2295.0,373.0,50.0,9.0,199.0,34.0,500.0,49.0,762.0,168.22,41.39,409.33,236.11,133.82,230.69,1432829.0,141.96,381.1,506.43000000000006,532.14,430.38,66.96000000000001,26.51,245.0,686.67,231.09,111.73000000000002,829.4799999999999,200.0,713.77,315.71,4.0,8.0,False
24050,623b6205da9d7ca1c7bab19a,blue,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,148.61,132.77,13,2,1,2,864,15.384615384615383,1311.0,1323.4556,139.14,7384.0,1704.0,5194.0,866.0,2190.0,838.0,65.0,10.0,185.0,64.0,1273.0,138.0,1203.0,135.32,119.06,339.23,230.2,160.1,267.12,1523131.0,178.70999999999998,405.23,447.97,605.53,371.31,55.08,28.64,269.0,409.05,361.96,260.91,587.3,444.6,725.87,306.04,7.0,7.0,False
24051,623b6205da9d7ca1c7bab19a,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,132.24,194.31,5,3,7,3,1319,60.0,1274.0,1289.2221,138.3,7193.0,1475.0,5117.0,1042.0,2076.0,433.0,60.0,11.0,187.0,39.0,942.0,64.0,892.0,164.83,73.00999999999999,401.12,249.15000000000003,144.6,212.82,1501309.0,163.49,405.11,466.1,556.9200000000001,432.72,45.05,29.02,262.0,575.1,294.19,165.39,725.56,309.14,777.91,256.77,7.0,7.0,True
24052,623b63b8da9d7ca1c7bab1a8,blue,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,148.54,164.85,9,2,4,1,997,22.22222222222222,1310.0,1317.73461,145.26,7143.0,1157.0,4449.0,442.0,2694.0,715.0,55.0,5.0,202.0,64.0,1164.0,75.0,1283.0,128.82,128.17000000000002,353.91,194.76,160.3,264.51,1523068.0,205.84,374.55,413.08,572.35,355.45,65.7,25.04,222.0,455.19,297.13,241.17,615.67,377.82,700.8,292.69,0.0,6.0,True
24053,623b63b8da9d7ca1c7bab1a8,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,139.15,156.99,6,1,4,1,801,16.666666666666664,1239.0,1226.0485,139.99,6646.0,1588.0,3240.0,830.0,3406.0,758.0,41.0,10.0,222.0,67.0,901.0,177.0,655.0,142.51,65.44,362.48,237.03000000000003,174.70000000000002,207.76,1471026.0,151.45,388.47,471.61,536.13,408.31000000000006,67.11,34.300000000000004,249.0,497.48,317.58,196.48,658.37,353.17,757.23,254.32,6.0,0.0,False
24054,623b6975c437fde7e02d2ac5,blue,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,132.38,157.81,14,7,12,7,2395,50.0,1371.0,1395.61757,142.14999999999998,8333.0,1686.0,6452.0,1115.0,1881.0,571.0,74.0,14.0,165.0,46.0,1059.0,314.0,1236.0,132.57,152.06,423.62,219.8,206.72,249.19,1690581.0,214.42,462.12,481.56,616.3399999999999,453.75,88.03,25.23,248.0,562.3499999999999,337.45,258.31,747.69,410.42,890.74,267.37,2.0,2.0,True
24055,623b6975c437fde7e02d2ac5,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,138.97,187.03,13,1,5,0,773,7.6923076923076925,1246.0,1287.25755,144.56,7686.0,1829.0,5330.0,1095.0,2356.0,734.0,63.0,13.0,202.0,58.0,1029.0,211.0,872.0,118.68,77.03,393.7,280.3,162.9,245.19,1683973.0,214.84,455.82,487.25,599.57,487.02,71.33,43.2,264.0,600.1,351.24,206.57,795.32,362.6,803.29,354.63,2.0,2.0,False
24056,623cdba4c437fde7e02d2b89,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,136.66,137.19,7,2,1,1,865,28.57142857142857,1378.0,1440.3231,152.01999999999998,8025.0,1709.0,5753.0,997.0,2272.0,712.0,68.0,12.0,205.0,65.0,1173.0,208.0,1326.0,106.34,122.94,347.89,212.62,172.01999999999998,288.79,1596681.0,221.46,413.21,409.73,600.4200000000001,381.36,62.6,19.0,191.0,458.0,353.11,233.27,654.14,390.24,783.42,260.97,2.0,4.0,False
24057,623cdba4c437fde7e02d2b89,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,150.45,189.45,6,3,3,2,1067,50.0,1290.0,1337.48135,143.67,7452.0,1620.0,5026.0,1087.0,2426.0,533.0,58.0,12.0,204.0,49.0,846.0,110.0,1047.0,159.19,107.65,359.54,217.88,174.19,266.25,1553627.0,192.16,403.51,453.21,581.0799999999999,407.11,60.71,25.35,247.0,555.9399999999999,342.31,150.64,752.72,296.18,773.61,275.29,4.0,2.0,True
24058,623cde43da9d7ca1c7bab273,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,141.94,135.21,9,4,4,3,1307,44.44444444444444,1421.0,1411.18362,150.59,8143.0,2168.0,5602.0,1281.0,2541.0,887.0,63.0,13.0,220.0,80.0,804.0,51.0,1180.0,128.27,103.47,385.89,217.65,169.7,287.53,1671358.0,212.65,477.80000000000007,401.21,625.87,386.44000000000005,79.34,22.71,219.0,431.59,403.15,256.93,633.99,457.68000000000006,800.8599999999999,290.81,2.0,3.0,True
24059,623cde43da9d7ca1c7bab273,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,135.35,198.32,7,3,3,2,1114,42.85714285714285,1235.0,1247.24164,139.25,7197.0,1544.0,5200.0,1086.0,1997.0,458.0,62.0,13.0,179.0,42.0,856.0,140.0,1056.0,163.64999999999998,93.87,432.11,220.61,156.7,239.66,1580505.0,183.29,418.52,491.65,591.89,419.9,81.64999999999999,24.28,247.0,614.58,316.33000000000004,162.54,812.04,281.4,795.9300000000001,297.52000000000004,3.0,2.0,False
24060,623cdf69c437fde7e02d2b97,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,156.02,137.8,6,2,3,1,945,33.33333333333333,1429.0,1462.8911,153.53,8111.0,2070.0,5561.0,1256.0,2550.0,814.0,68.0,14.0,226.0,71.0,1336.0,159.0,1581.0,94.05,137.16,292.04999999999995,283.35,186.84,256.87,1560021.0,192.94,428.0700000000001,423.54,590.11,386.03,68.41,19.86,183.0,433.54,336.09000000000003,274.93,599.85,444.69000000000005,728.2,316.35,2.0,2.0,False
24061,623cdf69c437fde7e02d2b97,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,124.85,187.28,6,3,4,2,1173,50.0,1251.0,1270.44814,132.44,7044.0,1554.0,4559.0,728.0,2485.0,826.0,51.0,9.0,208.0,61.0,600.0,180.0,932.0,145.94,94.21,397.57,228.88,174.85000000000002,210.26,1470031.0,167.34,386.87,491.59,573.6700000000001,408.76,63.35,22.64,226.0,594.88,279.78,171.13,756.89,288.89,780.74,265.06,2.0,2.0,True
24062,623ce187c437fde7e02d2b9e,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,152.84,143.7,11,6,4,5,1726,54.54545454545454,1347.0,1403.01465,141.56,8253.0,1866.0,5873.0,1064.0,2380.0,802.0,68.0,11.0,219.0,74.0,927.0,62.0,1351.0,111.71,113.12,423.67,261.58000000000004,135.22,255.11,1651160.0,196.35,462.79,468.04,631.4399999999999,420.8,74.93,21.37,219.0,504.55,368.56,254.08,680.08,447.09,840.05,287.12,3.0,4.0,True
24063,623ce187c437fde7e02d2b9e,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,122.62,195.06,6,2,5,2,1000,33.33333333333333,1354.0,1401.3146399999998,142.39,8243.0,1894.0,6286.0,1433.0,1957.0,461.0,73.0,16.0,178.0,42.0,1100.0,187.0,1456.0,112.42,122.61,426.67,242.82,166.77,247.08,1624123.0,210.68,415.64,503.89,595.4200000000001,442.62,92.16,22.9,224.0,624.81,315.0,190.4,811.97,318.23,806.57,323.63,4.0,3.0,False
24064,623ce3b0da9d7ca1c7bab281,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,156.96,150.33,9,4,5,4,1449,44.44444444444444,1337.0,1331.81709,146.14,7515.0,1583.0,5083.0,846.0,2432.0,737.0,61.0,9.0,204.0,59.0,1024.0,65.0,1349.0,136.55,118.96,362.08,219.95,198.69,261.91,1596038.0,192.65,436.48,440.83,610.55,414.01,45.400000000000006,22.69,213.0,463.71,377.96,228.31,660.6800000000001,409.28,817.4100000000001,252.55,5.0,2.0,True
24065,623ce3b0da9d7ca1c7bab281,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,129.58,178.42,9,2,5,2,1081,22.22222222222222,1311.0,1345.81757,138.08,7594.0,1929.0,5487.0,1322.0,2107.0,607.0,67.0,15.0,185.0,54.0,1184.0,196.0,1026.0,161.01999999999998,90.92,394.72,225.4,198.41000000000005,212.2,1573076.0,179.59,442.82,440.78,584.86,423.83,54.5,26.57,258.0,523.28,315.08000000000004,224.84,688.78,374.4,706.13,357.07,2.0,5.0,False
24066,623cdc56da9d7ca1c7bab26c,blue,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,146.65,159.98,12,2,7,2,1256,16.666666666666664,1293.0,1340.56083,137.97,7378.0,1984.0,5251.0,1216.0,2127.0,768.0,66.0,15.0,190.0,70.0,1218.0,194.0,1625.0,116.22,105.91,404.56,223.82,125.72,235.82,1599278.0,220.32,408.78,390.99,569.46,392.86,57.77,18.93,193.0,476.3200000000001,323.27,220.52,634.98,385.1,718.55,301.54999999999995,4.0,2.0,True
24067,623cdc56da9d7ca1c7bab26c,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,142.92,166.82,9,1,5,0,874,11.11111111111111,1307.0,1318.75718,131.64,7258.0,1021.0,4841.0,428.0,2417.0,593.0,58.0,5.0,210.0,52.0,920.0,78.0,1111.0,160.48,62.13,454.63,194.33,147.32999999999998,198.75,1589569.0,196.37,440.5400000000001,377.32,551.62,411.75,50.85,24.34,249.0,497.85,332.68,183.7,684.14,330.1,720.06,294.17,2.0,4.0,False
24068,623cde49c437fde7e02d2b90,blue,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,160.41,142.25,11,4,5,4,1498,36.36363636363637,1386.0,1404.16549,139.29000000000002,7652.0,1782.0,5334.0,1040.0,2318.0,742.0,64.0,11.0,204.0,65.0,1108.0,58.0,1407.0,145.64,105.71,402.56,203.49,146.06,224.81,1566278.0,183.84000000000003,441.95,384.61,556.95,382.98,70.48,17.869999999999997,200.0,426.53,344.77,239.1,606.5999999999999,403.81,751.98,258.42,12.0,2.0,True
24069,623cde49c437fde7e02d2b90,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,128.22,178.2,6,0,6,0,746,0.0,1310.0,1282.68648,137.67,6990.0,1564.0,4725.0,849.0,2265.0,715.0,60.0,12.0,202.0,65.0,1241.0,357.0,1313.0,163.39,58.12,373.34,222.84,131.55,222.26,1518266.0,210.23,397.28,370.61,543.36,384.94000000000005,49.79,25.66,245.0,510.97,281.37,185.76,670.88,307.22,671.08,307.02000000000004,2.0,12.0,False
24070,623ce024da9d7ca1c7bab27a,blue,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,147.32,124.74,8,3,4,3,1255,37.5,1516.0,1479.30526,138.01,8006.0,2020.0,5484.0,1306.0,2522.0,714.0,70.0,17.0,220.0,65.0,1492.0,396.0,2392.0,98.4,93.47,384.34,215.73,131.69,231.48,1635929.0,261.15,415.9500000000001,317.9,559.44,369.22,66.33,17.55,183.0,422.05000000000007,310.99,261.95,583.3399999999999,411.55,744.19,250.81,11.0,5.0,True
24071,623ce024da9d7ca1c7bab27a,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,139.45,196.59,4,0,3,0,585,0.0,1339.0,1322.98592,138.55,7160.0,1737.0,4702.0,996.0,2458.0,741.0,59.0,11.0,216.0,68.0,1168.0,119.0,1202.0,156.26,56.510000000000005,401.31,194.63,126.23,222.47,1521410.0,210.93,396.84,366.87,541.96,387.83,44.85,27.43,254.0,475.63,306.67,192.33,633.63,341.02,620.43,354.21,5.0,11.0,False
24072,623b71d1c437fde7e02d2acc,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,160.13,171.79,14,5,6,2,1611,35.714285714285715,1289.0,1322.25631,143.18,8966.0,1406.0,6626.0,751.0,2340.0,655.0,79.0,10.0,208.0,58.0,1294.0,199.0,1647.0,135.18,129.82999999999998,453.0,303.01,218.09,276.97,1896702.0,232.09,507.63,553.3299999999999,746.9100000000001,455.29,90.86,26.73,315.0,627.18,434.8,231.07,864.1199999999999,428.94,998.59,294.47,3.0,2.0,True
