,game_id,color,team_id,team_slug,team_name,team_region,ball_possession_time,ball_time_in_side,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,boost_bpm,boost_bcpm,boost_avg_amount,boost_amount_collected,boost_amount_stolen,boost_amount_collected_big,boost_amount_stolen_big,boost_amount_collected_small,boost_amount_stolen_small,boost_count_collected_big,boost_count_stolen_big,boost_count_collected_small,boost_count_stolen_small,boost_amount_overfill,boost_amount_overfill_stolen,boost_amount_used_while_supersonic,boost_time_zero_boost,boost_time_full_boost,boost_time_boost_0_25,boost_time_boost_25_50,boost_time_boost_50_75,boost_time_boost_75_100,movement_total_distance,movement_time_supersonic_speed,movement_time_boost_speed,movement_time_slow_speed,movement_time_ground,movement_time_low_air,movement_time_high_air,movement_time_powerslide,movement_count_powerslide,positioning_time_defensive_third,positioning_time_neutral_third,positioning_time_offensive_third,positioning_time_defensive_half,positioning_time_offensive_half,positioning_time_behind_ball,positioning_time_in_front_ball,demo_inflicted,demo_taken,winner
24073,623b71d1c437fde7e02d2acc,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,165.07,217.84,12,4,8,3,1677,33.33333333333333,1136.0,1187.61212,155.57999999999998,8053.0,1263.0,5381.0,648.0,2672.0,615.0,65.0,8.0,244.0,54.0,1075.0,164.0,575.0,71.42999999999999,127.85,340.02,264.07,255.62,400.19,1776788.0,173.07999999999998,471.38,647.3100000000001,726.17,451.62,113.99,20.5,181.0,681.35,410.43,200.01,915.02,376.75,955.2,336.59000000000003,2.0,3.0,False
24074,623b71dac437fde7e02d2ad3,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,133.05,155.65,5,2,2,1,1037,40.0,1379.0,1351.60843,137.72,7626.0,1821.0,5863.0,1091.0,1763.0,730.0,68.0,13.0,156.0,65.0,987.0,233.0,1415.0,105.02,131.2,421.4,198.49,133.79999999999998,273.81,1566011.0,194.08,416.86,448.19000000000005,583.29,385.02,90.8,21.87,242.0,473.17,336.93,249.02,645.97,413.15,749.11,310.01,6.0,3.0,False
24075,623b71dac437fde7e02d2ad3,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,139.89,175.08,7,3,2,2,1107,42.85714285714285,1066.0,1111.27523,151.76999999999998,6270.0,992.0,4089.0,372.0,2181.0,620.0,51.0,4.0,196.0,54.0,1001.0,34.0,572.0,75.8,89.14,265.73,276.14,208.65,263.85,1461024.0,138.31,373.81,538.87,616.51,371.39,63.06,17.21,153.0,550.67,319.52,180.79,727.27,323.71,788.96,262.01,3.0,6.0,True
24076,623b734ada9d7ca1c7bab1b6,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,138.61,194.04,5,0,6,0,925,0.0,1278.0,1290.30209,151.41,6770.0,1565.0,4864.0,980.0,1906.0,585.0,61.0,10.0,169.0,46.0,1256.0,18.0,1372.0,101.32,107.95,309.2,231.48,183.25,229.11,1470837.0,177.19,383.27,401.65,542.69,338.28000000000003,81.14000000000001,19.22,196.0,503.1,296.01,163.0,652.79,309.31,633.57,328.54,6.0,3.0,False
24077,623b734ada9d7ca1c7bab1b6,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,158.34,119.5,12,2,5,2,1192,16.666666666666664,1138.0,1171.94497,158.04,6149.0,1914.0,3641.0,1152.0,2508.0,762.0,48.0,14.0,222.0,66.0,1162.0,258.0,701.0,67.85,90.26,199.35,253.17,237.76,241.23,1397362.0,117.53,412.45,423.01,546.96,326.41,79.61,14.82,129.0,401.21,335.23,216.56,565.3100000000001,387.69,718.0899999999999,234.90000000000003,3.0,6.0,True
24078,623b7583da9d7ca1c7bab1bd,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,139.93,153.45,5,1,7,1,1082,20.0,1173.0,1209.5258,144.0,6755.0,1240.0,4857.0,695.0,1898.0,545.0,59.0,8.0,170.0,46.0,1125.0,103.0,837.0,115.74,87.07,360.34,241.03000000000003,170.77999999999997,252.77,1540028.0,185.04,389.56,477.3,591.11,403.83,56.95,24.51,281.0,538.37,313.89,199.63,712.79,339.1,825.26,226.63,3.0,2.0,False
24079,623b7583da9d7ca1c7bab1bd,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,144.46,173.92,12,4,2,4,1433,33.33333333333333,1076.0,1179.2652899999998,165.66,6586.0,1389.0,4300.0,737.0,2286.0,652.0,54.0,8.0,210.0,58.0,1283.0,94.0,475.0,77.85,136.3,229.09,213.2,206.98,362.5100000000001,1421064.0,105.09,377.93,566.6500000000001,610.61,359.82,79.25999999999999,15.75,132.0,531.99,342.42,175.27,718.57,331.11,736.6600000000001,313.02,2.0,3.0,True
24080,623b71e1c437fde7e02d2ada,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,147.48,191.43,8,2,2,1,895,25.0,1305.0,1342.11628,158.3,8031.0,1853.0,5579.0,1090.0,2452.0,763.0,68.0,13.0,217.0,68.0,1094.0,228.0,968.0,103.47,101.1,376.31,203.48,191.23,316.36,1684592.0,183.53,462.8200000000001,464.85,635.57,400.7,74.92,23.24,285.0,482.8399999999999,390.2,238.14,687.73,423.46,798.5799999999999,312.6,4.0,0.0,True
24081,623b71e1c437fde7e02d2ada,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,180.31,164.12,7,1,4,1,930,14.285714285714285,1319.0,1321.56085,130.8,7908.0,1955.0,5198.0,1035.0,2710.0,920.0,63.0,12.0,238.0,80.0,1111.0,165.0,1139.0,160.57,86.12,467.43000000000006,231.56,170.11,210.26,1693988.0,221.12,430.55000000000007,448.76,549.25,470.16,81.00999999999999,28.09,289.0,504.56,368.44,227.42,696.89,403.53,769.61,330.8,0.0,4.0,False
24082,623b732dc437fde7e02d2ae1,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,162.66,129.07,5,2,3,2,925,40.0,1321.0,1298.13233,154.81,7101.0,1293.0,5016.0,620.0,2085.0,673.0,62.0,7.0,179.0,61.0,1163.0,102.0,827.0,101.81,84.19999999999999,318.02,208.8,152.64999999999998,277.59000000000003,1471014.0,140.54,426.15,426.86,559.4200000000001,349.95000000000005,84.17999999999999,20.54,235.0,401.81,342.51,249.22,574.53,419.01,730.72,262.82,2.0,9.0,True
24083,623b732dc437fde7e02d2ae1,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,135.24,195.68,5,1,1,1,697,20.0,1314.0,1373.26714,140.26999999999998,7512.0,1511.0,5108.0,754.0,2404.0,757.0,59.0,9.0,196.0,59.0,804.0,149.0,929.0,101.2,66.81,392.21,229.43,157.7,216.5,1486043.0,151.33,410.12,452.68,530.03,417.63,66.46000000000001,25.78,254.0,533.47,310.34000000000003,170.34,698.74,315.39,710.78,303.36,9.0,2.0,False
24084,623c6228c437fde7e02d2b20,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,143.28,174.83,5,1,2,1,771,20.0,1227.0,1286.12876,152.01,7093.0,1721.0,4993.0,1066.0,2100.0,655.0,63.0,12.0,191.0,60.0,1409.0,168.0,734.0,112.77,142.06,332.43,199.54,156.99,307.94,1483597.0,147.19,419.5899999999999,462.07,586.87,350.79,91.19,19.77,211.0,528.76,306.04,194.05,694.0699999999999,334.77,711.4300000000001,317.43,3.0,3.0,False
24085,623c6228c437fde7e02d2b20,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,138.67,150.7,5,3,3,2,1088,60.0,1387.0,1451.4959199999998,142.19,8005.0,1855.0,5370.0,1018.0,2635.0,837.0,65.0,11.0,235.0,76.0,1119.0,102.0,1267.0,131.88,70.67999999999999,391.36,242.57,182.05,195.09,1547857.0,179.97,431.11,417.00000000000006,584.34,387.83,55.9,25.62,255.0,450.45,352.87,224.76,643.96,384.12,752.41,275.66,3.0,3.0,True
24086,623c6233c437fde7e02d2b27,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,157.81,163.82,11,3,5,2,1247,27.27272727272727,1179.0,1185.27736,152.8,6344.0,1516.0,4236.0,852.0,2108.0,664.0,53.0,9.0,184.0,52.0,1134.0,63.0,759.0,91.12,120.69,325.09000000000003,213.11,178.1,249.08,1454944.0,140.99,393.06,454.25,554.34,361.67,72.28999999999999,18.24,195.0,464.11,321.71000000000004,202.48,651.96,336.33,728.52,259.77,2.0,3.0,True
24087,623c6233c437fde7e02d2b27,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,134.5,154.04,5,0,6,0,737,0.0,1383.0,1398.64227,140.59,7486.0,1791.0,4915.0,955.0,2571.0,836.0,58.0,11.0,217.0,69.0,904.0,152.0,1177.0,156.26,64.29,413.81,198.98,161.49,204.19,1553720.0,205.43,415.43,371.91,476.27,422.52,93.96,25.21,242.0,434.0,314.45,244.31,604.3399999999999,388.43000000000006,657.98,334.79,3.0,2.0,False
24088,623cbf89da9d7ca1c7bab23b,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,151.9,124.61,12,3,3,2,1152,25.0,1300.0,1276.25612,144.81,7036.0,1605.0,4884.0,966.0,2152.0,639.0,60.0,12.0,186.0,58.0,1083.0,251.0,1544.0,80.25,111.32,346.66,235.24,141.7,251.3,1592599.0,215.82,428.61,365.52,593.77,354.2,62.0,20.42,252.0,421.64,346.92,241.4,615.4,394.56,782.06,227.9,5.0,9.0,True
24089,623cbf89da9d7ca1c7bab23b,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,133.91,200.62,3,1,5,1,808,33.33333333333333,1285.0,1309.4504,136.86,7219.0,1473.0,4710.0,774.0,2509.0,699.0,58.0,10.0,207.0,61.0,1107.0,226.0,970.0,162.93,72.69,404.93,213.33,158.23,219.01,1549714.0,193.17,401.58,427.03,517.18,448.86,55.75,32.17,310.0,565.97,316.8,139.0,746.74,275.06,710.62,311.18,9.0,5.0,False
24090,623cc163c437fde7e02d2b5f,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,140.6,134.36,8,4,1,2,1006,50.0,1284.0,1292.44625,147.81,7172.0,1822.0,5249.0,1148.0,1923.0,674.0,59.0,13.0,178.0,62.0,760.0,171.0,1080.0,93.09,124.39,367.49,189.21,189.75,276.37,1593087.0,207.59,418.42,414.54,580.64,380.49,79.42,22.3,282.0,454.68000000000006,347.58,238.27,652.78,387.77,817.1800000000001,223.36,4.0,0.0,True
24091,623cc163c437fde7e02d2b5f,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,150.46,193.07,2,0,3,0,616,0.0,1349.0,1423.99755,142.38,7902.0,1480.0,5564.0,762.0,2338.0,718.0,68.0,9.0,204.0,63.0,1273.0,147.0,1314.0,112.28,66.82,389.01,254.17,168.71,201.71,1570044.0,209.04,406.37,414.29,538.23,413.78,77.71000000000001,31.090000000000003,312.0,524.22,335.51,170.0,701.2,328.53,686.99,342.74,0.0,4.0,False
24092,623cc399da9d7ca1c7bab249,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,117.98,169.11,7,5,4,3,1358,71.42857142857143,1280.0,1303.48936,140.5,7988.0,1567.0,5696.0,917.0,2292.0,650.0,70.0,13.0,205.0,57.0,1343.0,386.0,1355.0,121.5,95.0,401.17,281.78,183.62,248.54,1701091.0,229.12,435.94,497.53,656.64,440.13,65.82,24.98,287.0,594.05,374.27,194.29,799.23,363.37,862.78,299.81000000000006,4.0,6.0,True
24093,623cc399da9d7ca1c7bab249,orange,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,180.76,184.49,9,3,2,3,1102,33.33333333333333,1302.0,1331.06693,135.15,8157.0,1966.0,5480.0,1160.0,2677.0,806.0,64.0,14.0,230.0,74.0,880.0,209.0,1098.0,161.42999999999998,79.00999999999999,457.1,275.96,175.20999999999998,211.26,1665485.0,185.92,459.96,520.95,590.06,484.14,92.61,28.69,283.0,549.01,371.31,246.51,748.72,418.11,840.6800000000001,326.15,6.0,4.0,False
24094,623cbf67c437fde7e02d2b51,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,152.77,118.43,4,0,4,0,686,0.0,1253.0,1305.37038,157.12,7049.0,1903.0,5159.0,1160.0,1890.0,743.0,61.0,14.0,169.0,62.0,1020.0,255.0,997.0,114.08,126.05,332.78,195.56,167.96,290.36,1534247.0,162.78,452.61,388.85,552.97,372.66,78.6,19.94,228.0,343.79,375.62,284.84,524.0999999999999,480.15,723.21,281.04,3.0,1.0,False
24095,623cbf67c437fde7e02d2b51,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,138.45,202.07,8,3,3,0,1059,37.5,1085.0,1114.25925,145.98000000000002,6017.0,1099.0,3859.0,663.0,2158.0,436.0,48.0,7.0,191.0,37.0,1013.0,36.0,568.0,102.27,94.86,311.69,221.18,188.93,254.23,1375443.0,103.87,383.5,510.14,556.85,363.61,77.03999999999999,16.7,137.0,541.79,319.98,135.74,716.0699999999999,281.43,706.8299999999999,290.67,1.0,3.0,True
24096,623cc12cc437fde7e02d2b58,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,137.52,166.8,11,2,2,2,992,18.181818181818183,1269.0,1367.02008,151.3,7823.0,1549.0,5973.0,1116.0,1850.0,433.0,70.0,12.0,169.0,39.0,1101.0,81.0,797.0,140.49,123.1,350.28,252.87,192.02,261.99,1593196.0,149.54999999999998,478.4,461.76,601.1700000000001,400.01,88.52000000000001,22.21,247.0,509.64,347.86,232.21,695.21,394.5,752.7,336.99,2.0,1.0,False
24097,623cc12cc437fde7e02d2b58,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,140.47,166.8,7,4,5,3,1323,57.14285714285714,1060.0,1141.25124,154.25,6531.0,1345.0,4015.0,639.0,2516.0,706.0,49.0,8.0,213.0,56.0,1005.0,169.0,649.0,86.81,109.75,279.63,258.05,220.79,306.46000000000004,1482696.0,129.86,393.59,563.31,609.38,391.86,85.53,14.67,123.0,555.4200000000001,346.82,184.53,747.3,339.47,830.04,256.73,1.0,2.0,True
24098,623cc2eeda9d7ca1c7bab242,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,134.03,163.21,7,4,6,3,1482,57.14285714285714,1286.0,1343.78028,148.42,7389.0,1370.0,5067.0,673.0,2322.0,697.0,64.0,8.0,204.0,64.0,1299.0,130.0,854.0,126.1,94.24,376.88,237.67,185.06,208.3,1541003.0,159.26,449.73,422.42,539.95,405.56,85.89,19.53,226.0,476.58,335.18,219.64000000000004,654.46,376.94,762.19,269.21,5.0,1.0,True
24099,623cc2eeda9d7ca1c7bab242,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,150.66,161.11,6,0,2,0,584,0.0,1159.0,1232.8443,151.8,6779.0,1409.0,4246.0,624.0,2533.0,785.0,52.0,7.0,224.0,70.0,1050.0,76.0,710.0,76.57,116.49,299.1,215.01,206.65,279.59,1453717.0,143.61,382.83,492.88,610.71,323.71,84.89,18.32,157.0,491.97,334.21,193.15,666.21,353.11,698.33,321.0,1.0,5.0,False
24100,623cc484c437fde7e02d2b66,blue,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,160.09,112.67,10,0,3,0,685,0.0,1291.0,1317.6334900000002,160.16,6826.0,1702.0,4909.0,1001.0,1917.0,701.0,61.0,13.0,171.0,64.0,1312.0,321.0,770.0,101.23,119.26,314.15000000000003,183.22,166.20999999999998,274.72,1488391.0,143.54,447.75,356.0,521.39,369.28,56.63,18.49,212.0,284.57,369.5,293.22,432.12,515.1899999999999,670.0,277.3,3.0,1.0,False
24101,623cc484c437fde7e02d2b66,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,137.57,198.99,5,1,7,1,1051,20.0,996.0,1013.99482,153.74,5253.0,1084.0,3165.0,749.0,2088.0,335.0,45.0,8.0,184.0,30.0,1127.0,66.0,474.0,52.76,80.12,259.14,239.72000000000003,199.43,218.25,1292717.0,96.67,320.26,523.56,543.02,329.73,67.74000000000001,17.79,153.0,593.35,254.25,92.88,755.62,184.87,702.03,238.46,1.0,3.0,True
24102,623ccb5ada9d7ca1c7bab250,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,132.81,203.67,4,0,9,0,1026,0.0,1168.0,1184.2784,139.42000000000002,6659.0,1349.0,4696.0,842.0,1963.0,507.0,58.0,12.0,174.0,45.0,1063.0,276.0,1093.0,88.63,81.1,373.12,234.1,195.56,212.02,1524539.0,169.96,403.37,480.2000000000001,585.17,405.1,63.24,23.55,266.0,592.72,299.52,161.29,760.83,292.69,711.23,342.29999999999995,3.0,4.0,False
24103,623ccb5ada9d7ca1c7bab250,orange,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,161.66,125.95,13,5,3,4,1475,38.46153846153847,1229.0,1292.58679,155.79,7268.0,1620.0,5102.0,837.0,2166.0,783.0,61.0,12.0,187.0,68.0,1083.0,395.0,618.0,103.72,122.92,323.93,217.18,192.56000000000003,279.45,1563562.0,161.13,463.5100000000001,429.9100000000001,580.44,406.76,67.36,20.68,242.0,404.59,369.88,280.08,577.18,477.37,797.38,257.17999999999995,4.0,3.0,True
24104,623ccdbbc437fde7e02d2b6d,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,156.62,266.84,5,3,6,2,1410,60.0,1248.0,1292.30552,139.60000000000002,9201.0,1846.0,6898.0,1349.0,2303.0,497.0,80.0,14.0,196.0,44.0,1147.0,68.0,1322.0,118.22,146.43,482.3,302.88,227.93,300.47,1921669.0,199.23,513.83,633.72,759.33,505.54,81.92,30.74,328.0,769.5999999999999,412.67,164.53,1002.53,344.26,915.7,431.09,6.0,2.0,False
24105,623ccdbbc437fde7e02d2b6d,orange,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,209.97,148.38,11,4,1,2,1312,36.36363636363637,1258.0,1296.37864,152.34,9230.0,2331.0,6412.0,1320.0,2818.0,1011.0,77.0,18.0,249.0,93.0,1395.0,514.0,1120.0,133.53,141.52999999999997,427.77,258.01,260.84000000000003,334.61,1999967.0,202.93,604.5699999999999,525.97,751.53,489.42,92.52,29.65,354.0,470.33,484.29,378.85,710.74,622.72,1040.33,293.14,2.0,6.0,True
24106,623ccf4dc437fde7e02d2b7b,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,141.11,139.19,10,2,4,1,1028,20.0,1339.0,1339.41724,147.14,7094.0,1764.0,4795.0,963.0,2299.0,801.0,56.0,11.0,191.0,60.0,853.0,134.0,1243.0,95.6,94.36,331.74,183.73,178.41000000000005,258.79,1527820.0,168.07,435.23,367.63,556.14,336.71,78.08,21.95,248.0,405.9,347.48,217.55,594.52,376.41,737.8100000000001,233.1,7.0,3.0,True
24107,623ccf4dc437fde7e02d2b7b,orange,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,150.18,177.23,4,0,5,0,724,0.0,1238.0,1270.8792400000002,151.58,6731.0,1240.0,4623.0,578.0,2108.0,662.0,57.0,7.0,191.0,56.0,1036.0,119.0,815.0,108.11,108.37,290.84000000000003,234.73,169.15,248.57,1449034.0,140.46,423.67,391.9,515.45,368.13,72.45,21.05,252.0,452.8,328.06,175.15,632.35,323.66,623.48,332.53,3.0,7.0,False
24108,623cd140da9d7ca1c7bab265,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,172.99,169.63,6,2,7,2,1215,33.33333333333333,1291.0,1311.62714,152.85,8077.0,1466.0,6089.0,996.0,1988.0,470.0,74.0,12.0,177.0,41.0,1384.0,209.0,1264.0,111.26,148.52,368.16,241.41000000000005,201.73,312.67,1756424.0,209.11,474.25,460.63,640.65,413.5,89.83,26.53,284.0,532.1800000000001,400.78,211.03000000000003,746.76,397.22,856.99,287.0,2.0,0.0,True
24109,623cd140da9d7ca1c7bab265,orange,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,162.48,196.39,8,1,3,1,803,12.5,1187.0,1235.95318,154.16,7611.0,1268.0,5210.0,655.0,2401.0,613.0,63.0,9.0,213.0,53.0,1055.0,248.0,629.0,112.8,88.51,425.07,200.78,202.06,286.09000000000003,1700245.0,150.47,495.38,492.0700000000001,614.9200000000001,434.55,88.45,22.51,259.0,554.7,368.68,214.52,754.9100000000001,383.0,813.37,324.54,0.0,2.0,False
24110,623cd30ec437fde7e02d2b82,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,145.74,192.88,2,0,2,0,582,0.0,1254.0,1297.8102700000002,145.46,6974.0,1450.0,4735.0,942.0,2239.0,508.0,56.0,10.0,175.0,45.0,907.0,60.0,1211.0,97.65,106.54000000000002,323.76,209.61,184.1,254.23,1442300.0,162.34,370.66,451.47,560.76,372.73,50.96000000000001,24.69,262.0,539.32,289.66,155.48,701.04,283.42,705.56,278.90000000000003,3.0,2.0,False
24111,623cd30ec437fde7e02d2b82,orange,6020bc70f1e4807cc70023d9,https://octane.gg/teams/23d9-endpoint,ENDPOINT,Europe,148.35,123.35,9,2,2,2,991,22.22222222222222,1184.0,1198.06458,154.57,6438.0,1522.0,4426.0,846.0,2012.0,676.0,54.0,10.0,182.0,61.0,999.0,161.0,800.0,90.11,87.84,321.08,210.85,176.25,255.75,1464377.0,134.66000000000005,429.52,426.32,569.61,370.21,50.67999999999999,22.62,245.0,399.2,331.1,260.18,557.5899999999999,432.9,728.8,261.69,2.0,3.0,True
24112,623ccd22da9d7ca1c7bab257,blue,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,129.85,171.6,7,3,8,3,1391,42.85714285714285,1297.0,1321.32152,138.67,7199.0,1765.0,4846.0,1174.0,2353.0,591.0,57.0,14.0,205.0,52.0,808.0,237.0,1047.0,118.26,74.44,377.59,231.25,169.32,214.55,1532702.0,192.14,394.77,435.43,523.36,430.94,68.04,27.49,264.0,501.77,344.32,176.26,687.56,334.79,744.18,278.17,0.0,1.0,True
24113,623ccd22da9d7ca1c7bab257,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,160.84,149.74,10,1,3,1,789,10.0,1105.0,1155.39923,150.32999999999998,6295.0,1899.0,3729.0,998.0,2566.0,901.0,48.0,13.0,225.0,75.0,1040.0,261.0,794.0,73.31,99.02,318.85,234.08,177.05999999999997,277.29,1505998.0,143.25,431.77,450.43,577.91,380.0,67.53,15.98,149.0,423.12,370.68,231.65,606.88,418.57,702.63,322.82,1.0,0.0,False
24114,623ccee3c437fde7e02d2b74,blue,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,154.66,126.35,6,2,5,1,945,33.33333333333333,1396.0,1419.39476,146.61,7660.0,1815.0,5551.0,1028.0,2109.0,787.0,68.0,14.0,182.0,71.0,1284.0,381.0,1057.0,117.48,98.6,333.98,220.15,195.35,212.1,1491102.0,172.98,397.8,421.75,567.15,365.04,60.36,28.06,285.0,390.8200000000001,361.52,240.19,577.68,414.85,721.33,271.21000000000004,1.0,4.0,True
24115,623ccee3c437fde7e02d2b74,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,144.16,194.03,8,1,2,1,679,12.5,1053.0,1109.57382,141.57,5988.0,1224.0,3464.0,574.0,2524.0,650.0,42.0,7.0,226.0,57.0,723.0,130.0,662.0,112.18,83.94,338.99,205.07,222.71,229.58,1439483.0,106.82,410.83,486.29,570.01,376.58,57.35,17.47,160.0,519.8399999999999,332.44,151.66,705.53,298.42,689.82,314.13,4.0,1.0,False
24116,623cd101da9d7ca1c7bab25e,blue,6020bc70f1e4807cc70023fb,https://octane.gg/teams/23fb-renegades,RENEGADES,Oceania,131.79,188.39,5,3,6,2,1209,60.0,1258.0,1326.61105,143.47,7850.0,1661.0,5346.0,1052.0,2504.0,609.0,63.0,12.0,219.0,54.0,915.0,151.0,1327.0,133.22,87.17,375.7,265.16,199.72,248.47,1614362.0,180.93,421.49,513.37,619.29,434.68,61.79,36.21,307.0,533.04,382.9,199.81,747.26,368.51,817.84,297.93,2.0,1.0,True
24117,623cd101da9d7ca1c7bab25e,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,171.71,158.98,9,2,2,2,962,22.22222222222222,1152.0,1194.96389,150.93,7071.0,1689.0,4588.0,834.0,2483.0,855.0,57.0,11.0,229.0,75.0,1170.0,283.0,786.0,89.58,112.01,310.85,237.52,272.91,269.14,1584225.0,159.97,407.53,545.13,648.0,394.65,69.99000000000001,18.66,171.0,489.38,384.66,238.6,683.74,428.89,767.22,345.41,1.0,2.0,False
24118,623b7f57da9d7ca1c7bab1c4,blue,6020bc70f1e4807cc70023a5,https://octane.gg/teams/23a5-g2-esports,G2 ESPORTS,North America,146.53,180.62,13,2,6,1,1202,15.384615384615383,1325.0,1309.78516,142.63,7478.0,1988.0,5181.0,1096.0,2297.0,892.0,68.0,14.0,191.0,64.0,1677.0,324.0,1412.0,139.31,113.98,367.16,209.92,196.65,244.33,1682072.0,214.41,471.33,371.26,557.48,427.12,72.39,27.53,291.0,468.53,334.42,254.06,640.94,416.06,737.23,319.77,3.0,2.0,True
24119,623b7f57da9d7ca1c7bab1c4,orange,6020bc9bf1e4807cc70041b4,https://octane.gg/teams/41b4-evil-geniuses,EVIL GENIUSES,Europe,164.1,158.57,9,1,8,1,1289,11.11111111111111,1187.0,1184.5516200000002,129.26,6763.0,1431.0,4472.0,840.0,2291.0,591.0,52.0,9.0,201.0,51.0,596.0,71.0,957.0,179.57,56.39,474.33,228.92,152.06,174.01999999999998,1563871.0,167.77,415.98,470.51,564.17,422.28,67.8,20.54,236.0,537.65,315.72,200.88,701.14,353.11,774.8499999999999,279.4,2.0,3.0,False
24120,623b80eada9d7ca1c7bab1d2,blue,6020bc70f1e4807cc70023a5,https://octane.gg/teams/23a5-g2-esports,G2 ESPORTS,North America,155.51,153.48,6,1,4,0,812,16.666666666666664,1314.0,1280.94713,142.16,6852.0,1866.0,4784.0,1354.0,2068.0,512.0,60.0,17.0,173.0,47.0,1220.0,356.0,1053.0,128.51,133.32,372.98,196.45,148.97,248.19,1522613.0,178.62,407.1,409.63,530.6300000000001,373.0799999999999,91.63,26.28,263.0,424.96,341.01,229.37,610.4300000000001,384.91,669.59,325.75,4.0,1.0,False
