,match_id,color,team_id,team_slug,team_name,team_region,core_shots,core_goals,core_saves,core_assists,core_score,core_shooting_percentage,boost_bpm,boost_bcpm,boost_avg_amount,boost_amount_collected,boost_amount_stolen,boost_amount_collected_big,boost_amount_stolen_big,boost_amount_collected_small,boost_amount_stolen_small,boost_count_collected_big,boost_count_stolen_big,boost_count_collected_small,boost_count_stolen_small,boost_amount_overfill,boost_amount_overfill_stolen,boost_amount_used_while_supersonic,boost_time_zero_boost,boost_time_full_boost,boost_time_boost_0_25,boost_time_boost_25_50,boost_time_boost_50_75,boost_time_boost_75_100,movement_total_distance,movement_time_supersonic_speed,movement_time_boost_speed,movement_time_slow_speed,movement_time_ground,movement_time_low_air,movement_time_high_air,movement_time_powerslide,movement_count_powerslide,positioning_time_defensive_third,positioning_time_neutral_third,positioning_time_offensive_third,positioning_time_defensive_half,positioning_time_offensive_half,positioning_time_behind_ball,positioning_time_in_front_ball,demo_inflicted,demo_taken,score,winner
7274,62336d87da9d7ca1c7baad15,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,42.0,15.0,8.0,13.0,4624.0,35.714285714285715,4006.0,4229.56044,467.87,23727.0,6273.0,16992.0,3796.0,6735.0,2477.0,205.0,45.0,596.0,215.0,3813.0,778.0,3539.0,335.1,423.19,995.1799999999998,669.5,512.15,925.02,4831549.0,600.67,1334.8,1241.89,1755.88,1173.51,247.96,57.940000000000005,554.0,1203.8300000000002,1084.28,889.24,1733.5,1443.88,2349.8,827.55,11.0,7.0,3.0,True
7275,62336d87da9d7ca1c7baad15,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,13.0,1.0,17.0,1.0,2364.0,7.6923076923076925,3868.0,4052.96995,401.8299999999999,22736.0,3731.0,15874.0,2046.0,6862.0,1685.0,183.0,22.0,586.0,134.0,2374.0,157.0,2630.0,505.29,223.1,1320.31,697.36,449.65,632.22,4669400.0,567.9300000000001,1262.16,1332.4,1578.13,1348.64,235.68,90.61,742.0,1832.15,929.81,400.53,2336.58,825.8900000000001,2129.4700000000003,1033.02,7.0,11.0,0.0,False
7276,62336d87da9d7ca1c7baad16,blue,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,31.0,2.0,6.0,2.0,2208.0,6.451612903225806,4068.0,4053.02835,458.3,22488.0,5188.0,15993.0,2983.0,6495.0,2205.0,199.0,40.0,574.0,201.0,4104.0,995.0,3771.0,324.11,391.34,926.89,614.85,611.5999999999999,827.74,4665053.0,577.75,1232.0,1234.03,1710.0500000000002,1110.83,222.91000000000005,81.4,779.0,1252.83,1045.55,745.4399999999999,1804.35,1239.46,2191.48,852.3199999999999,10.0,12.0,0.0,False
7277,62336d87da9d7ca1c7baad16,orange,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,13.0,5.0,21.0,4.0,3490.0,38.46153846153847,3696.0,3662.71173,399.66,20269.0,3843.0,13312.0,2411.0,6957.0,1432.0,157.0,26.0,581.0,121.0,2416.0,198.0,3381.0,382.45,230.55,1265.78,705.36,413.01,579.16,4495069.0,439.41,1237.56,1371.67,1670.1099999999997,1166.62,211.91,59.47,597.0,1690.33,911.77,446.55000000000007,2193.49,855.1500000000001,2293.45,755.1999999999999,12.0,10.0,3.0,True
7278,62336d87da9d7ca1c7baad17,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,47.0,9.0,16.0,8.0,4360.0,19.148936170212767,5417.0,5620.597019999999,613.61,32732.0,7893.0,22951.0,4787.0,9781.0,3106.0,279.0,55.0,835.0,270.0,5188.0,729.0,5117.0,449.82,505.94000000000005,1484.05,846.4899999999999,758.49,1167.5700000000002,6661966.0,886.1500000000001,1744.61,1727.69,2439.83,1629.0099999999998,289.62,80.77,786.0,1868.63,1504.89,984.9399999999998,2654.73,1703.73,3087.6900000000005,1270.81,19.0,15.0,1.0,False
7279,62336d87da9d7ca1c7baad17,orange,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,36.0,11.0,28.0,8.0,5306.0,30.55555555555556,4993.0,5028.1222,545.0,29430.0,5319.0,19729.0,3093.0,9701.0,2226.0,228.0,35.0,817.0,189.0,3072.0,423.0,4753.0,577.9300000000001,334.04,1792.67,959.57,601.8799999999999,816.0799999999999,6308607.0,649.6100000000001,1744.3200000000002,1955.92,2349.61,1674.64,325.6,68.9,717.0,2301.57,1332.36,715.9300000000001,3066.28,1283.58,3220.8500000000004,1129.02,15.0,19.0,3.0,True
7280,62336d87da9d7ca1c7baad18,blue,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,50.0,13.0,18.0,10.0,5218.0,26.0,5411.0,5468.50592,577.0999999999999,30993.0,7117.0,22380.0,4094.0,8613.0,3023.0,266.0,49.0,721.0,258.0,4395.0,790.0,4896.0,531.0500000000001,531.36,1441.6,846.23,748.67,1043.39,6329072.0,779.2,1696.61,1750.99,2358.15,1593.0800000000002,275.66,103.73,982.0,1706.2700000000002,1361.19,1159.4,2389.67,1837.16,3091.36,1135.4899999999998,17.0,19.0,3.0,True
7281,62336d87da9d7ca1c7baad18,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,26.0,6.0,23.0,4.0,3942.0,23.07692307692308,4955.0,5003.61961,560.8599999999999,28348.0,6119.0,18215.0,3821.0,10133.0,2298.0,214.0,43.0,810.0,198.0,3372.0,501.0,3181.0,594.24,256.87,1566.63,1002.59,616.02,896.46,6089137.0,671.74,1630.5,1931.39,2224.76,1758.4299999999998,250.45,133.03,1020.0,2359.35,1194.1,680.17,3008.73,1224.91,3052.2,1181.43,19.0,17.0,1.0,False
7282,62336d87da9d7ca1c7baad19,blue,6020c2b7f1e4807cc702ac15,https://octane.gg/teams/ac15-team-queso,TEAM QUESO,Europe,42.0,18.0,17.0,14.0,6292.0,42.85714285714285,6912.0,7049.22956,743.84,40047.0,9396.0,27872.0,5444.0,12175.0,3952.0,328.0,59.0,1074.0,349.0,5264.0,545.0,6787.0,576.9200000000001,595.65,1811.58,1195.15,862.4699999999999,1350.21,8075258.0,1016.05,2218.35,2143.35,3058.3900000000003,1988.64,330.68,105.62999999999998,1025.0,2291.39,1838.87,1247.52,3228.74,2148.9800000000005,3969.940000000001,1407.8,14.0,15.0,3.0,True
7283,62336d87da9d7ca1c7baad19,orange,605aca6853a71a78eacbc155,https://octane.gg/teams/c155-faze-clan,FAZE CLAN,North America,34.0,13.0,20.0,10.0,5435.0,38.23529411764706,6441.0,6602.30334,695.8299999999999,37530.0,8541.0,26558.0,5656.0,10972.0,2885.0,311.0,65.0,954.0,248.0,4586.0,813.0,5517.0,742.22,509.2600000000001,2010.61,1135.59,870.9200000000001,1175.45,7801362.0,933.06,2067.36,2381.12,2926.92,2102.2200000000003,352.36999999999995,121.73999999999998,1202.0,2913.49,1568.5,899.55,3822.4,1559.1,3862.98,1518.57,15.0,14.0,2.0,False
7284,62336d87da9d7ca1c7baad1a,blue,6020c1cdf1e4807cc7025d03,https://octane.gg/teams/5d03-version1,VERSION1,North America,31.0,9.0,16.0,9.0,4009.0,29.03225806451613,4195.0,4224.03158,415.27,23036.0,5786.0,16069.0,3562.0,6967.0,2224.0,200.0,43.0,614.0,200.0,3818.0,648.0,5424.0,360.26,305.09000000000003,1191.46,643.04,403.47,692.1099999999999,4801485.0,665.31,1266.68,1093.5,1685.85,1145.06,194.58,54.35,576.0,1324.9,979.03,721.5699999999999,1824.92,1200.46,2214.7200000000003,810.78,27.0,9.0,3.0,True
7285,62336d87da9d7ca1c7baad1a,orange,60b63cfdfec4a0857e7ba00c,https://octane.gg/teams/a00c-detonator,DETONATOR,Asia-Pacific North,19.0,1.0,14.0,0.0,2205.0,5.263157894736842,3956.0,3924.42958,407.86,21408.0,4322.0,14268.0,2273.0,7140.0,2049.0,177.0,28.0,628.0,185.0,3329.0,554.0,3626.0,480.13,176.76000000000002,1229.28,611.8,405.11,643.48,4629245.0,617.53,1234.66,1114.8,1636.94,1184.52,145.49,77.43,748.0,1484.45,920.72,561.79,1988.65,978.34,2011.57,955.4,9.0,27.0,0.0,False
7286,62336d87da9d7ca1c7baad1b,blue,6020bc70f1e4807cc70023a0,https://octane.gg/teams/23a0-nrg-esports,NRG ESPORTS,North America,29.0,8.0,21.0,4.0,4655.0,27.58620689655172,5119.0,5173.69263,576.31,30117.0,6032.0,22210.0,3517.0,7907.0,2515.0,267.0,41.0,703.0,215.0,4662.0,553.0,5271.0,457.26,456.05,1543.94,974.01,705.9200000000001,1032.66,6473578.0,788.4000000000001,1697.32,1880.47,2464.0,1582.42,319.75,92.33,1034.0,2141.82,1381.63,842.72,2875.67,1490.5,3206.5300000000007,1159.65,18.0,10.0,1.0,False
7287,62336d87da9d7ca1c7baad1b,orange,6065dbab45122f213019c81f,https://octane.gg/teams/c81f-furia-esports,FURIA ESPORTS,South America,43.0,13.0,17.0,11.0,5409.0,30.23255813953488,4416.0,4650.097610000001,631.05,27058.0,5558.0,17411.0,2909.0,9647.0,2649.0,218.0,34.0,872.0,232.0,4521.0,550.0,2323.0,292.93,443.55,1034.19,1006.58,909.01,1267.78,6056238.0,534.01,1635.57,2175.84,2500.25,1509.24,335.92,68.28,595.0,2165.22,1407.6,772.6300000000001,2926.17,1419.26,3198.9100000000003,1146.52,10.0,18.0,3.0,True
